# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
373           	1.977533e-01	8.683528e-02	1.109180e-01	1.817240e-01	1.290135e-01	5.271045e-02	3.815153e-02	-1.204135e-02	1.036076e-03	1.630303e-02	9.187591e-03	7.115438e-03
374           	1.977756e-01	8.680040e-02	1.109752e-01	1.816794e-01	1.290238e-01	5.265567e-02	3.818406e-02	-1.208737e-02	1.069223e-03	1.634441e-02	9.241430e-03	7.102984e-03
375           	1.977793e-01	8.673875e-02	1.110406e-01	1.816653e-01	1.290132e-01	5.265201e-02	3.818062e-02	-1.215091e-02	1.068937e-03	1.647752e-02	9.307696e-03	7.169823e-03
376           	1.978003e-01	8.673232e-02	1.110680e-01	1.815778e-01	1.289848e-01	5.259298e-02	3.819591e-02	-1.216784e-02	1.107594e-03	1.647300e-02	9.344095e-03	7.128908e-03
377           	1.977931e-01	8.668705e-02	1.111060e-01	1.815741e-01	1.289780e-01	5.259619e-02	3.819088e-02	-1.220949e-02	1.102673e-03	1.657172e-02	9.388533e-03	7.183187e-03
378           	1.978074e-01	8.669953e-02	1.111079e-01	1.815049e-01	1.289492e-01	5.255563e-02	3.819680e-02	-1.220417e-02	1.141745e-03	1.652043e-02	9.401958e-03	7.118469e-03
379           	1.977921e-01	8.666654e-02	1.111256e-01	1.814430e-01	1.288833e-01	5.255980e-02	3.816173e-02	-1.222953e-02	1.131874e-03	1.659084e-02	9.427296e-03	7.163547e-03
380           	1.977907e-01	8.668315e-02	1.111075e-01	1.813822e-01	1.288543e-01	5.252789e-02	3.816322e-02	-1.221219e-02	1.161510e-03	1.652345e-02	9.423233e-03	7.100213e-03
381           	1.977558e-01	8.665542e-02	1.111003e-01	1.813591e-01	1.288157e-01	5.254339e-02	3.813616e-02	-1.222246e-02	1.139369e-03	1.657748e-02	9.428111e-03	7.149372e-03
382           	1.977416e-01	8.667257e-02	1.110691e-01	1.812723e-01	1.287616e-01	5.251077e-02	3.812540e-02	-1.219824e-02	1.155320e-03	1.650817e-02	9.409405e-03	7.098764e-03
383           	1.976750e-01	8.662501e-02	1.110500e-01	1.812408e-01	1.287025e-01	5.253832e-02	3.808208e-02	-1.221249e-02	1.127107e-03	1.656821e-02	9.411212e-03	7.156999e-03
384           	1.976364e-01	8.662042e-02	1.110159e-01	1.812048e-01	1.286809e-01	5.252393e-02	3.807847e-02	-1.219776e-02	1.140795e-03	1.651375e-02	9.397672e-03	7.116082e-03
385           	1.975747e-01	8.656623e-02	1.110085e-01	1.811557e-01	1.286080e-01	5.254779e-02	3.803008e-02	-1.222113e-02	1.113355e-03	1.659168e-02	9.409194e-03	7.182484e-03
386           	1.975151e-01	8.656072e-02	1.109544e-01	1.810995e-01	1.285593e-01	5.254020e-02	3.800955e-02	-1.219685e-02	1.137828e-03	1.651074e-02	9.393200e-03	7.117544e-03
387           	1.974210e-01	8.649943e-02	1.109216e-01	1.810788e-01	1.285049e-01	5.257387e-02	3.796550e-02	-1.221108e-02	1.127862e-03	1.656855e-02	9.412137e-03	7.156412e-03
388           	1.973925e-01	8.649815e-02	1.108944e-01	1.810128e-01	1.284676e-01	5.254513e-02	3.796126e-02	-1.219811e-02	1.162430e-03	1.651544e-02	9.420152e-03	7.095292e-03
389           	1.973072e-01	8.643883e-02	1.108684e-01	1.809927e-01	1.284131e-01	5.257959e-02	3.791676e-02	-1.221477e-02	1.161557e-03	1.656510e-02	9.444105e-03	7.120991e-03
390           	1.972433e-01	8.641627e-02	1.108270e-01	1.809408e-01	1.283630e-01	5.257785e-02	3.789257e-02	-1.220539e-02	1.193448e-03	1.650731e-02	9.447103e-03	7.060207e-03
391           	1.971542e-01	8.635084e-02	1.108034e-01	1.809276e-01	1.283117e-01	5.261588e-02	3.784793e-02	-1.222627e-02	1.177694e-03	1.656387e-02	9.459629e-03	7.104241e-03
392           	1.971593e-01	8.636881e-02	1.107904e-01	1.809302e-01	1.283391e-01	5.259104e-02	3.787405e-02	-1.221081e-02	1.194087e-03	1.649120e-02	9.439689e-03	7.051515e-03
393           	1.970894e-01	8.633088e-02	1.107586e-01	1.809539e-01	1.283141e-01	5.263981e-02	3.783715e-02	-1.221384e-02	1.178641e-03	1.650868e-02	9.432979e-03	7.075697e-03
394           	1.970598e-01	8.635804e-02	1.107018e-01	1.809443e-01	1.283030e-01	5.264126e-02	3.783088e-02	-1.217188e-02	1.205431e-03	1.638215e-02	9.396504e-03	6.985641e-03
395           	1.970099e-01	8.632525e-02	1.106847e-01	1.810013e-01	1.283144e-01	5.268686e-02	3.781377e-02	-1.217972e-02	1.183626e-03	1.641208e-02	9.389664e-03	7.022411e-03
396           	1.969907e-01	8.634983e-02	1.106409e-01	1.809884e-01	1.283059e-01	5.268254e-02	3.781166e-02	-1.214551e-02	1.213475e-03	1.629353e-02	9.360242e-03	6.933292e-03
397           	1.969297e-01	8.631490e-02	1.106148e-01	1.809955e-01	1.282666e-01	5.272888e-02	3.776888e-02	-1.214994e-02	1.202519e-03	1.632154e-02	9.363289e-03	6.958251e-03
398           	1.969421e-01	8.635124e-02	1.105909e-01	1.810128e-01	1.283098e-01	5.270299e-02	3.780342e-02	-1.211981e-02	1.234679e-03	1.622994e-02	9.349648e-03	6.880291e-03
399           	1.969216e-01	8.632611e-02	1.105955e-01	1.810524e-01	1.283213e-01	5.273112e-02	3.779508e-02	-1.213469e-02	1.220232e-03	1.629288e-02	9.366673e-03	6.926209e-03
400           	1.969518e-01	8.637293e-02	1.105789e-01	1.810484e-01	1.283452e-01	5.270324e-02	3.782098e-02	-1.210298e-02	1.259600e-03	1.620408e-02	9.361639e-03	6.842440e-03
401           	1.969260e-01	8.635278e-02	1.105732e-01	1.810943e-01	1.283561e-01	5.273815e-02	3.780899e-02	-1.211020e-02	1.250366e-03	1.625181e-02	9.376269e-03	6.875537e-03
402           	1.969615e-01	8.639699e-02	1.105645e-01	1.810792e-01	1.283677e-01	5.271150e-02	3.782810e-02	-1.208374e-02	1.276490e-03	1.617830e-02	9.365642e-03	6.812662e-03
403           	1.969419e-01	8.639281e-02	1.105490e-01	1.810657e-01	1.283245e-01	5.274126e-02	3.779161e-02	-1.207812e-02	1.264177e-03	1.620352e-02	9.365935e-03	6.837581e-03
404           	1.969872e-01	8.644946e-02	1.105378e-01	1.810526e-01	1.283409e-01	5.271170e-02	3.781458e-02	-1.204416e-02	1.277479e-03	1.612850e-02	9.341727e-03	6.786770e-03
405           	1.969950e-01	8.646864e-02	1.105264e-01	1.810771e-01	1.283460e-01	5.273117e-02	3.780741e-02	-1.202887e-02	1.250439e-03	1.614555e-02	9.323215e-03	6.822336e-03
406           	1.970684e-01	8.656351e-02	1.105049e-01	1.810494e-01	1.283594e-01	5.268994e-02	3.783474e-02	-1.197070e-02	1.262183e-03	1.602237e-02	9.273366e-03	6.749001e-03
407           	1.971007e-01	8.659832e-02	1.105024e-01	1.810765e-01	1.283637e-01	5.271281e-02	3.782545e-02	-1.195204e-02	1.218577e-03	1.602555e-02	9.231351e-03	6.794198e-03
408           	1.971755e-01	8.669029e-02	1.104852e-01	1.810883e-01	1.284010e-01	5.268738e-02	3.785679e-02	-1.189748e-02	1.221067e-03	1.590782e-02	9.174976e-03	6.732841e-03
409           	1.972163e-01	8.672698e-02	1.104893e-01	1.810883e-01	1.283917e-01	5.269661e-02	3.784756e-02	-1.188118e-02	1.184562e-03	1.591237e-02	9.140749e-03	6.771624e-03
410           	1.973028e-01	8.682736e-02	1.104754e-01	1.810853e-01	1.284280e-01	5.265729e-02	3.788536e-02	-1.182403e-02	1.201739e-03	1.578523e-02	9.094355e-03	6.690877e-03
411           	1.973426e-01	8.685788e-02	1.104847e-01	1.811142e-01	1.284483e-01	5.266592e-02	3.789119e-02	-1.181343e-02	1.172849e-03	1.580021e-02	9.072956e-03	6.727258e-03
412           	1.974076e-01	8.692838e-02	1.104792e-01	1.810684e-01	1.284557e-01	5.261268e-02	3.792153e-02	-1.177541e-02	1.189783e-03	1.570936e-02	9.044465e-03	6.664899e-03
413           	1.974153e-01	8.692911e-02	1.104862e-01	1.810697e-01	1.284475e-01	5.262214e-02	3.791268e-02	-1.177852e-02	1.166655e-03	1.575109e-02	9.042198e-03	6.708888e-03
414           	1.974675e-01	8.696773e-02	1.104998e-01	1.810200e-01	1.284498e-01	5.257017e-02	3.793983e-02	-1.176603e-02	1.180831e-03	1.569967e-02	9.030668e-03	6.669006e-03
415           	1.974663e-01	8.694176e-02	1.105245e-01	1.810295e-01	1.284470e-01	5.258244e-02	3.793230e-02	-1.179138e-02	1.147609e-03	1.578780e-02	9.041511e-03	6.746292e-03
416           	1.975363e-01	8.698842e-02	1.105479e-01	1.810070e-01	1.284786e-01	5.252846e-02	3.797505e-02	-1.177972e-02	1.149324e-03	1.574199e-02	9.020321e-03	6.721672e-03
417           	1.975482e-01	8.698685e-02	1.105613e-01	1.810213e-01	1.284837e-01	5.253761e-02	3.797304e-02	-1.178723e-02	1.118179e-03	1.577423e-02	9.005295e-03	6.768936e-03
418           	1.976085e-01	8.704041e-02	1.105681e-01	1.810092e-01	1.285146e-01	5.249462e-02	3.800998e-02	-1.176385e-02	1.124202e-03	1.569594e-02	8.972170e-03	6.723767e-03
419           	1.976188e-01	8.703368e-02	1.105852e-01	1.810194e-01	1.285108e-01	5.250862e-02	3.800107e-02	-1.177574e-02	1.092967e-03	1.573743e-02	8.961681e-03	6.775746e-03
420           	1.976451e-01	8.705928e-02	1.105858e-01	1.809843e-01	1.285030e-01	5.248125e-02	3.801088e-02	-1.176328e-02	1.098142e-03	1.568106e-02	8.938671e-03	6.742388e-03
421           	1.976641e-01	8.703952e-02	1.106246e-01	1.810045e-01	1.285171e-01	5.248741e-02	3.801485e-02	-1.179254e-02	1.069368e-03	1.575661e-02	8.947676e-03	6.808939e-03
422           	1.977058e-01	8.705471e-02	1.106511e-01	1.810041e-01	1.285632e-01	5.244089e-02	3.806114e-02	-1.179822e-02	1.075785e-03	1.573430e-02	8.942937e-03	6.791366e-03
423           	1.977191e-01	8.701545e-02	1.107036e-01	1.810322e-01	1.285902e-01	5.244192e-02	3.807416e-02	-1.184409e-02	1.049597e-03	1.585391e-02	8.976551e-03	6.877357e-03
424           	1.977627e-01	8.701112e-02	1.107516e-01	1.810231e-01	1.286243e-01	5.239874e-02	3.811279e-02	-1.187024e-02	1.065892e-03	1.588036e-02	9.006072e-03	6.874289e-03
425           	1.977781e-01	8.695898e-02	1.108191e-01	1.810803e-01	1.286767e-01	5.240364e-02	3.813651e-02	-1.193005e-02	1.055677e-03	1.602489e-02	9.068123e-03	6.956769e-03
426           	1.978060e-01	8.695148e-02	1.108546e-01	1.810761e-01	1.287088e-01	5.236724e-02	3.817080e-02	-1.195154e-02	1.090371e-03	1.603101e-02	9.105875e-03	6.925133e-03
427           	1.978212e-01	8.689752e-02	1.109237e-01	1.810782e-01	1.287075e-01	5.237062e-02	3.816846e-02	-1.201307e-02	1.085684e-03	1.617229e-02	9.171829e-03	7.000461e-03
428           	1.978301e-01	8.688111e-02	1.109490e-01	1.811046e-01	1.287586e-01	5.234602e-02	3.820628e-02	-1.203396e-02	1.122882e-03	1.617510e-02	9.210432e-03	6.964667e-03
429           	1.978409e-01	8.683479e-02	1.110061e-01	1.811605e-01	1.287951e-01	5.236542e-02	3.821484e-02	-1.208566e-02	1.129562e-03	1.629059e-02	9.274855e-03	7.015730e-03
430           	1.978351e-01	8.681022e-02	1.110249e-01	1.811580e-01	1.288082e-01	5.234984e-02	3.822918e-02	-1.210734e-02	1.167201e-03	1.629950e-02	9.316949e-03	6.982548e-03
431           	1.978138e-01	8.674565e-02	1.110681e-01	1.812176e-01	1.288312e-01	5.238640e-02	3.822241e-02	-1.216124e-02	1.166713e-03	1.642216e-02	9.377792e-03	7.044365e-03
432           	1.977994e-01	8.671568e-02	1.110838e-01	1.812592e-01	1.288697e-01	5.238952e-02	3.824008e-02	-1.218404e-02	1.202187e-03	1.642410e-02	9.414238e-03	7.009864e-03
433           	1.977687e-01	8.665309e-02	1.111156e-01	1.813073e-01	1.288733e-01	5.243393e-02	3.821971e-02	-1.223125e-02	1.199622e-03	1.653544e-02	9.467343e-03	7.068099e-03
434           	1.977458e-01	8.663057e-02	1.111152e-01	1.813341e-01	1.288980e-01	5.243614e-02	3.823091e-02	-1.224233e-02	1.231740e-03	1.652624e-02	9.494862e-03	7.031382e-03
435           	1.977237e-01	8.657600e-02	1.111477e-01	1.814109e-01	1.289299e-01	5.248100e-02	3.822444e-02	-1.228584e-02	1.233918e-03	1.663410e-02	9.550968e-03	7.083132e-03
436           	1.977024e-01	8.657152e-02	1.111309e-01	1.814254e-01	1.289440e-01	5.248138e-02	3.823132e-02	-1.227968e-02	1.287452e-03	1.658251e-02	9.578705e-03	7.003802e-03
437           	1.976734e-01	8.652267e-02	1.111507e-01	1.814667e-01	1.289478e-01	5.251888e-02	3.821446e-02	-1.231401e-02	1.293036e-03	1.666840e-02	9.627236e-03	7.041165e-03
438           	1.976482e-01	8.651566e-02	1.111325e-01	1.814545e-01	1.289310e-01	5.252352e-02	3.820373e-02	-1.230844e-02	1.343409e-03	1.661961e-02	9.653212e-03	6.966394e-03
439           	1.976285e-01	8.647451e-02	1.111540e-01	1.814876e-01	1.289272e-01	5.256046e-02	3.818335e-02	-1.233974e-02	1.358497e-03	1.670276e-02	9.709875e-03	6.992882e-03
440           	1.976239e-01	8.648017e-02	1.111437e-01	1.814985e-01	1.289468e-01	5.255175e-02	3.819751e-02	-1.233177e-02	1.409346e-03	1.665224e-02	9.735465e-03	6.916772e-03
441           	1.976045e-01	8.644787e-02	1.111566e-01	1.815127e-01	1.289262e-01	5.258650e-02	3.816984e-02	-1.235437e-02	1.417321e-03	1.672672e-02	9.780683e-03	6.946041e-03
442           	1.976068e-01	8.646915e-02	1.111376e-01	1.815068e-01	1.289245e-01	5.258228e-02	3.817111e-02	-1.233424e-02	1.457975e-03	1.665798e-02	9.786967e-03	6.871018e-03
443           	1.976017e-01	8.645132e-02	1.111504e-01	1.815435e-01	1.289205e-01	5.262300e-02	3.814876e-02	-1.234952e-02	1.455324e-03	1.671771e-02	9.814179e-03	6.903532e-03
444           	1.975788e-01	8.647396e-02	1.111049e-01	1.814992e-01	1.288742e-01	5.262502e-02	3.812458e-02	-1.231545e-02	1.490655e-03	1.661764e-02	9.799477e-03	6.818167e-03
445           	1.975386e-01	8.646003e-02	1.110786e-01	1.814760e-01	1.288074e-01	5.266859e-02	3.806943e-02	-1.230928e-02	1.484227e-03	1.664058e-02	9.804518e-03	6.836064e-03
446           	1.975603e-01	8.651665e-02	1.110437e-01	1.814596e-01	1.288101e-01	5.264947e-02	3.808031e-02	-1.226351e-02	1.509336e-03	1.653253e-02	9.775600e-03	6.756928e-03
447           	1.975606e-01	8.654592e-02	1.110147e-01	1.814263e-01	1.287629e-01	5.266337e-02	3.804978e-02	-1.223439e-02	1.504016e-03	1.651055e-02	9.759289e-03	6.751257e-03
448           	1.975599e-01	8.660512e-02	1.109547e-01	1.813507e-01	1.287059e-01	5.264480e-02	3.803057e-02	-1.217481e-02	1.525671e-03	1.637304e-02	9.712189e-03	6.660846e-03
449           	1.975429e-01	8.663206e-02	1.109108e-01	1.813276e-01	1.286662e-01	5.266143e-02	3.800238e-02	-1.213937e-02	1.511187e-03	1.633247e-02	9.677423e-03	6.655048e-03
450           	1.975770e-01	8.671114e-02	1.108659e-01	1.812735e-01	1.286492e-01	5.262436e-02	3.801241e-02	-1.207738e-02	1.536122e-03	1.618501e-02	9.628629e-03	6.556385e-03
451           	1.975783e-01	8.675130e-02	1.108270e-01	1.811986e-01	1.285842e-01	5.261439e-02	3.798490e-02	-1.203786e-02	1.522964e-03	1.613398e-02	9.589953e-03	6.544025e-03
452           	1.976267e-01	8.683526e-02	1.107914e-01	1.811447e-01	1.285785e-01	5.256617e-02	3.800618e-02	-1.197808e-02	1.530861e-03	1.599420e-02	9.527960e-03	6.466238e-03
453           	1.976127e-01	8.686535e-02	1.107474e-01	1.810821e-01	1.285224e-01	5.255970e-02	3.798136e-02	-1.194101e-02	1.509540e-03	1.594392e-02	9.481499e-03	6.462420e-03
454           	1.976576e-01	8.695261e-02	1.107050e-01	1.810071e-01	1.285096e-01	5.249751e-02	3.800603e-02	-1.187617e-02	1.521553e-03	1.579764e-02	9.420375e-03	6.377268e-03
455           	1.976409e-01	8.696181e-02	1.106791e-01	1.809362e-01	1.284474e-01	5.248880e-02	3.797930e-02	-1.185862e-02	1.481433e-03	1.580036e-02	9.381613e-03	6.418746e-03
456           	1.976784e-01	8.703545e-02	1.106430e-01	1.808555e-01	1.284108e-01	5.244470e-02	3.798307e-02	-1.180376e-02	1.477325e-03	1.568957e-02	9.322112e-03	6.367462e-03
457           	1.976768e-01	8.706189e-02	1.106150e-01	1.807726e-01	1.283424e-01	5.243025e-02	3.795607e-02	-1.177654e-02	1.432871e-03	1.566715e-02	9.266446e-03	6.400703e-03
458           	1.977204e-01	8.715978e-02	1.105606e-01	1.807360e-01	1.283481e-01	5.238791e-02	3.798011e-02	-1.170041e-02	1.423392e-03	1.551064e-02	9.178712e-03	6.331928e-03
459           	1.977260e-01	8.721054e-02	1.105154e-01	1.806821e-01	1.282948e-01	5.238728e-02	3.795378e-02	-1.165244e-02	1.377747e-03	1.545330e-02	9.104395e-03	6.348901e-03
460           	1.977626e-01	8.730403e-02	1.104585e-01	1.806438e-01	1.282910e-01	5.235280e-02	3.796910e-02	-1.157726e-02	1.364080e-03	1.529991e-02	9.014037e-03	6.285877e-03
461           	1.977670e-01	8.733957e-02	1.104275e-01	1.806498e-01	1.282892e-01	5.236057e-02	3.796433e-02	-1.154395e-02	1.322905e-03	1.527124e-02	8.958523e-03	6.312714e-03
462           	1.977813e-01	8.738694e-02	1.103944e-01	1.806253e-01	1.282903e-01	5.233499e-02	3.797764e-02	-1.150372e-02	1.307596e-03	1.518681e-02	8.901001e-03	6.285809e-03
463           	1.977537e-01	8.737724e-02	1.103764e-01	1.806246e-01	1.282657e-01	5.235886e-02	3.795343e-02	-1.149960e-02	1.259467e-03	1.521597e-02	8.867451e-03	6.348516e-03
464           	1.977749e-01	8.739717e-02	1.103777e-01	1.806534e-01	1.283243e-01	5.232918e-02	3.799754e-02	-1.149026e-02	1.243126e-03	1.519777e-02	8.842010e-03	6.355758e-03
465           	1.977765e-01	8.739088e-02	1.103856e-01	1.807050e-01	1.283591e-01	5.234593e-02	3.800658e-02	-1.149735e-02	1.205923e-03	1.525550e-02	8.833674e-03	6.421828e-03
466           	1.977776e-01	8.739763e-02	1.103800e-01	1.806786e-01	1.283621e-01	5.231648e-02	3.802280e-02	-1.149116e-02	1.199253e-03	1.523719e-02	8.817848e-03	6.419343e-03
467           	1.977672e-01	8.737841e-02	1.103888e-01	1.807333e-01	1.283974e-01	5.233591e-02	3.803075e-02	-1.150520e-02	1.160344e-03	1.529545e-02	8.808068e-03	6.487380e-03
468           	1.977468e-01	8.737457e-02	1.103723e-01	1.807252e-01	1.284052e-01	5.231998e-02	3.804261e-02	-1.149884e-02	1.164735e-03	1.525763e-02	8.793548e-03	6.464078e-03
469           	1.977239e-01	8.733615e-02	1.103877e-01	1.807559e-01	1.284125e-01	5.234339e-02	3.803456e-02	-1.152578e-02	1.130140e-03	1.533557e-02	8.797925e-03	6.537645e-03
470           	1.976939e-01	8.730814e-02	1.103857e-01	1.807823e-01	1.284577e-01	5.232463e-02	3.806651e-02	-1.153879e-02	1.131598e-03	1.534076e-02	8.801976e-03	6.538780e-03
471           	1.976800e-01	8.725920e-02	1.104208e-01	1.808580e-01	1.285126e-01	5.234540e-02	3.808362e-02	-1.158079e-02	1.099930e-03	1.545149e-02	8.825675e-03	6.625815e-03
472           	1.976641e-01	8.723064e-02	1.104334e-01	1.808696e-01	1.285479e-01	5.232169e-02	3.811310e-02	-1.160139e-02	1.107386e-03	1.546822e-02	8.841498e-03	6.626726e-03
473           	1.976293e-01	8.716711e-02	1.104622e-01	1.809672e-01	1.286048e-01	5.236238e-02	3.812120e-02	-1.164754e-02	1.079290e-03	1.558045e-02	8.869517e-03	6.710936e-03
474           	1.975931e-01	8.712585e-02	1.104673e-01	1.810123e-01	1.286526e-01	5.235971e-02	3.814646e-02	-1.167072e-02	1.099904e-03	1.559446e-02	8.897133e-03	6.697325e-03
475           	1.975572e-01	8.706539e-02	1.104918e-01	1.810691e-01	1.286724e-01	5.239671e-02	3.813784e-02	-1.171320e-02	1.096919e-03	1.569192e-02	8.942880e-03	6.749042e-03
476           	1.975089e-01	8.701738e-02	1.104916e-01	1.811084e-01	1.287052e-01	5.240328e-02	3.815094e-02	-1.173709e-02	1.136174e-03	1.571348e-02	8.992912e-03	6.720563e-03
477           	1.974632e-01	8.694649e-02	1.105167e-01	1.812161e-01	1.287567e-01	5.245942e-02	3.814863e-02	-1.178508e-02	1.142499e-03	1.583277e-02	9.058883e-03	6.773885e-03
478           	1.974161e-01	8.690377e-02	1.105123e-01	1.812585e-01	1.287851e-01	5.247347e-02	3.815579e-02	-1.180426e-02	1.192925e-03	1.583880e-02	9.112327e-03	6.726477e-03
479           	1.973672e-01	8.682003e-02	1.105472e-01	1.813567e-01	1.288233e-01	5.253345e-02	3.814491e-02	-1.186358e-02	1.193222e-03	1.597685e-02	9.181649e-03	6.795205e-03
480           	1.972893e-01	8.675211e-02	1.105372e-01	1.813896e-01	1.288197e-01	5.256987e-02	3.812494e-02	-1.189256e-02	1.232826e-03	1.600269e-02	9.234171e-03	6.768519e-03
481           	1.972435e-01	8.668339e-02	1.105601e-01	1.814716e-01	1.288374e-01	5.263425e-02	3.810158e-02	-1.193835e-02	1.231018e-03	1.612037e-02	9.291204e-03	6.829168e-03
482           	1.971966e-01	8.664323e-02	1.105534e-01	1.815273e-01	1.288735e-01	5.265386e-02	3.810980e-02	-1.195506e-02	1.257176e-03	1.612560e-02	9.319975e-03	6.805623e-03
483           	1.971230e-01	8.657755e-02	1.105454e-01	1.815804e-01	1.288548e-01	5.272554e-02	3.806464e-02	-1.198394e-02	1.244241e-03	1.621664e-02	9.352559e-03	6.864077e-03
484           	1.970591e-01	8.654324e-02	1.105158e-01	1.815638e-01	1.288078e-01	5.275600e-02	3.802588e-02	-1.198629e-02	1.258726e-03	1.620583e-02	9.361642e-03	6.844190e-03
485           	1.970073e-01	8.649962e-02	1.105077e-01	1.816308e-01	1.288037e-01	5.282703e-02	3.798835e-02	-1.200403e-02	1.241208e-03	1.627419e-02	9.378303e-03	6.895888e-03
486           	1.969602e-01	8.648510e-02	1.104751e-01	1.815973e-01	1.287495e-01	5.284777e-02	3.795087e-02	-1.199500e-02	1.257512e-03	1.623683e-02	9.375929e-03	6.860905e-03
487           	1.969135e-01	8.646144e-02	1.104521e-01	1.816036e-01	1.286954e-01	5.290820e-02	3.789359e-02	-1.199531e-02	1.236511e-03	1.627486e-02	9.373939e-03	6.900917e-03
488           	1.969110e-01	8.649485e-02	1.104162e-01	1.815844e-01	1.286756e-01	5.290885e-02	3.788335e-02	-1.196065e-02	1.256615e-03	1.617703e-02	9.345131e-03	6.831900e-03
489           	1.969243e-01	8.651959e-02	1.104047e-01	1.816369e-01	1.286875e-01	5.294936e-02	3.786909e-02	-1.194255e-02	1.250726e-03	1.616014e-02	9.330798e-03	6.829345e-03
490           	1.969514e-01	8.658737e-02	1.103640e-01	1.815729e-01	1.286426e-01	5.293030e-02	3.785615e-02	-1.188832e-02	1.286300e-03	1.601721e-02	9.294905e-03	6.722305e-03
491           	1.969553e-01	8.660289e-02	1.103524e-01	1.815538e-01	1.285928e-01	5.296099e-02	3.781589e-02	-1.187478e-02	1.275008e-03	1.601663e-02	9.283323e-03	6.733306e-03
492           	1.969709e-01	8.666688e-02	1.103040e-01	1.814634e-01	1.285359e-01	5.292744e-02	3.780425e-02	-1.181857e-02	1.308642e-03	1.586360e-02	9.240443e-03	6.623159e-03
493           	1.969985e-01	8.670831e-02	1.102902e-01	1.814264e-01	1.284944e-01	5.293198e-02	3.778122e-02	-1.179097e-02	1.304736e-03	1.582865e-02	9.219062e-03	6.609590e-03
494           	1.970272e-01	8.679417e-02	1.102330e-01	1.813138e-01	1.284338e-01	5.288000e-02	3.777691e-02	-1.171944e-02	1.328626e-03	1.564447e-02	9.150863e-03	6.493612e-03
495           	1.970353e-01	8.684717e-02	1.101881e-01	1.812495e-01	1.283617e-01	5.288783e-02	3.773693e-02	-1.167046e-02	1.313962e-03	1.555996e-02	9.093940e-03	6.466017e-03
496           	1.970557e-01	8.694513e-02	1.101106e-01	1.811034e-01	1.282696e-01	5.283376e-02	3.771793e-02	-1.158271e-02	1.331738e-03	1.533845e-02	9.000964e-03	6.337487e-03
497           	1.970748e-01	8.701690e-02	1.100579e-01	1.810603e-01	1.282223e-01	5.283805e-02	3.769211e-02	-1.152050e-02	1.309807e-03	1.522227e-02	8.920940e-03	6.301326e-03
498           	1.970796e-01	8.710939e-02	1.099702e-01	1.808857e-01	1.281005e-01	5.278523e-02	3.765765e-02	-1.143040e-02	1.310057e-03	1.500534e-02	8.812726e-03	6.192612e-03
499           	1.970932e-01	8.718515e-02	1.099081e-01	1.808333e-01	1.280366e-01	5.279669e-02	3.761997e-02	-1.136147e-02	1.279274e-03	1.488364e-02	8.721093e-03	6.162545e-03
500           	1.971296e-01	8.729430e-02	1.098353e-01	1.807019e-01	1.279689e-01	5.273304e-02	3.761792e-02	-1.127049e-02	1.280128e-03	1.467689e-02	8.618574e-03	6.058318e-03
