# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
136           	1.990768e-01	8.297730e-02	1.160995e-01	1.787759e-01	1.295997e-01	4.917623e-02	4.021171e-02	-1.656108e-02	1.879970e-03	2.266866e-02	1.321430e-02	9.454358e-03
137           	1.991576e-01	8.295227e-02	1.162053e-01	1.789630e-01	1.297435e-01	4.921953e-02	4.026196e-02	-1.662651e-02	1.957590e-03	2.279882e-02	1.335700e-02	9.441822e-03
138           	1.992154e-01	8.292415e-02	1.162913e-01	1.789833e-01	1.297888e-01	4.919455e-02	4.029712e-02	-1.668355e-02	2.102757e-03	2.290488e-02	1.355520e-02	9.349683e-03
139           	1.993051e-01	8.288685e-02	1.164182e-01	1.790726e-01	1.298842e-01	4.918841e-02	4.034790e-02	-1.676569e-02	2.233002e-03	2.311219e-02	1.378910e-02	9.323094e-03
140           	1.993595e-01	8.284153e-02	1.165180e-01	1.790267e-01	1.299080e-01	4.911874e-02	4.039461e-02	-1.683824e-02	2.371485e-03	2.328676e-02	1.401486e-02	9.271893e-03
141           	1.994700e-01	8.288917e-02	1.165808e-01	1.790952e-01	1.300023e-01	4.909293e-02	4.045468e-02	-1.684582e-02	2.429243e-03	2.336625e-02	1.411237e-02	9.253882e-03
142           	1.995463e-01	8.299792e-02	1.165484e-01	1.790822e-01	1.300269e-01	4.905532e-02	4.048578e-02	-1.677525e-02	2.464018e-03	2.325273e-02	1.409038e-02	9.162347e-03
143           	1.996409e-01	8.315122e-02	1.164896e-01	1.792125e-01	1.301147e-01	4.909774e-02	4.050850e-02	-1.666921e-02	2.383512e-03	2.308976e-02	1.392839e-02	9.161367e-03
144           	1.997444e-01	8.340070e-02	1.163437e-01	1.792777e-01	1.301834e-01	4.909428e-02	4.054458e-02	-1.647151e-02	2.265813e-03	2.271560e-02	1.362361e-02	9.091990e-03
145           	1.999162e-01	8.371896e-02	1.161972e-01	1.794822e-01	1.303510e-01	4.913114e-02	4.060995e-02	-1.623912e-02	2.094007e-03	2.228868e-02	1.323835e-02	9.050331e-03
146           	2.000418e-01	8.402050e-02	1.160213e-01	1.795766e-01	1.304508e-01	4.912581e-02	4.066250e-02	-1.600042e-02	1.926348e-03	2.182014e-02	1.283642e-02	8.983724e-03
147           	2.002267e-01	8.434028e-02	1.158865e-01	1.798033e-01	1.306620e-01	4.914131e-02	4.076034e-02	-1.577309e-02	1.739712e-03	2.140785e-02	1.244364e-02	8.964212e-03
148           	2.003778e-01	8.450705e-02	1.158707e-01	1.798764e-01	1.308023e-01	4.907409e-02	4.086412e-02	-1.568183e-02	1.672121e-03	2.122157e-02	1.228291e-02	8.938665e-03
149           	2.005777e-01	8.463099e-02	1.159467e-01	1.800146e-01	1.310056e-01	4.900895e-02	4.099834e-02	-1.565786e-02	1.605264e-03	2.122618e-02	1.221835e-02	9.007825e-03
150           	2.006919e-01	8.462484e-02	1.160671e-01	1.799818e-01	1.310815e-01	4.890024e-02	4.109065e-02	-1.572111e-02	1.644158e-03	2.136980e-02	1.232906e-02	9.040744e-03
151           	2.008199e-01	8.454741e-02	1.162725e-01	1.800655e-01	1.312403e-01	4.882523e-02	4.120754e-02	-1.586253e-02	1.711592e-03	2.172597e-02	1.257458e-02	9.151394e-03
152           	2.009309e-01	8.442205e-02	1.165088e-01	1.800270e-01	1.313288e-01	4.869819e-02	4.131530e-02	-1.604340e-02	1.833456e-03	2.213856e-02	1.290274e-02	9.235824e-03
153           	2.010920e-01	8.424657e-02	1.168454e-01	1.800473e-01	1.314595e-01	4.858777e-02	4.143587e-02	-1.629942e-02	1.966066e-03	2.273124e-02	1.333169e-02	9.399555e-03
154           	2.011317e-01	8.411132e-02	1.170203e-01	1.799980e-01	1.314690e-01	4.852902e-02	4.146999e-02	-1.645451e-02	2.061295e-03	2.307115e-02	1.359687e-02	9.474281e-03
155           	2.012762e-01	8.397020e-02	1.173060e-01	1.800735e-01	1.315884e-01	4.848505e-02	4.155169e-02	-1.666791e-02	2.111042e-03	2.354643e-02	1.388426e-02	9.662176e-03
156           	2.013034e-01	8.390702e-02	1.173964e-01	1.800645e-01	1.315853e-01	4.847913e-02	4.155310e-02	-1.674470e-02	2.132160e-03	2.369556e-02	1.397994e-02	9.715618e-03
157           	2.013848e-01	8.388393e-02	1.175009e-01	1.801891e-01	1.316671e-01	4.852192e-02	4.157261e-02	-1.680849e-02	2.096549e-03	2.383941e-02	1.401625e-02	9.823154e-03
158           	2.014547e-01	8.390525e-02	1.175494e-01	1.802009e-01	1.316823e-01	4.851853e-02	4.158191e-02	-1.682209e-02	2.047964e-03	2.384694e-02	1.397144e-02	9.875507e-03
159           	2.015652e-01	8.394908e-02	1.176162e-01	1.803338e-01	1.317825e-01	4.855138e-02	4.161554e-02	-1.683354e-02	1.970372e-03	2.386346e-02	1.390210e-02	9.961358e-03
160           	2.016346e-01	8.399209e-02	1.176425e-01	1.803303e-01	1.317939e-01	4.853637e-02	4.162877e-02	-1.682521e-02	1.922336e-03	2.380732e-02	1.382600e-02	9.981325e-03
161           	2.017091e-01	8.396471e-02	1.177444e-01	1.804172e-01	1.318570e-01	4.856021e-02	4.164841e-02	-1.688984e-02	1.861716e-03	2.392364e-02	1.382354e-02	1.010011e-02
162           	2.017413e-01	8.391034e-02	1.178309e-01	1.803930e-01	1.318615e-01	4.853148e-02	4.166501e-02	-1.696030e-02	1.875280e-03	2.402642e-02	1.388849e-02	1.013793e-02
163           	2.017870e-01	8.379340e-02	1.179936e-01	1.804359e-01	1.319133e-01	4.852253e-02	4.169541e-02	-1.710009e-02	1.909360e-03	2.430026e-02	1.405949e-02	1.024077e-02
164           	2.017793e-01	8.364155e-02	1.181378e-01	1.803176e-01	1.318526e-01	4.846494e-02	4.169385e-02	-1.724811e-02	2.014233e-03	2.457302e-02	1.430074e-02	1.027228e-02
165           	2.017811e-01	8.345274e-02	1.183284e-01	1.802888e-01	1.318316e-01	4.845716e-02	4.168723e-02	-1.743781e-02	2.127067e-03	2.496648e-02	1.461031e-02	1.035617e-02
166           	2.017245e-01	8.326180e-02	1.184627e-01	1.801597e-01	1.317252e-01	4.843451e-02	4.164533e-02	-1.760045e-02	2.270867e-03	2.529141e-02	1.491657e-02	1.037484e-02
167           	2.016860e-01	8.308367e-02	1.186023e-01	1.801580e-01	1.316747e-01	4.848334e-02	4.159567e-02	-1.775932e-02	2.372496e-03	2.564398e-02	1.519449e-02	1.044949e-02
168           	2.015896e-01	8.295021e-02	1.186393e-01	1.800747e-01	1.315345e-01	4.854022e-02	4.149713e-02	-1.784457e-02	2.472285e-03	2.581783e-02	1.538120e-02	1.043663e-02
169           	2.015447e-01	8.287241e-02	1.186723e-01	1.801647e-01	1.315001e-01	4.866460e-02	4.141773e-02	-1.789996e-02	2.501147e-03	2.595869e-02	1.548049e-02	1.047820e-02
170           	2.014628e-01	8.285279e-02	1.186100e-01	1.801832e-01	1.313988e-01	4.878439e-02	4.130719e-02	-1.787861e-02	2.506808e-03	2.591689e-02	1.546526e-02	1.045164e-02
171           	2.014007e-01	8.287015e-02	1.185306e-01	1.803300e-01	1.313595e-01	4.897053e-02	4.119446e-02	-1.783022e-02	2.450724e-03	2.584672e-02	1.537408e-02	1.047264e-02
172           	2.012992e-01	8.293093e-02	1.183682e-01	1.803702e-01	1.312469e-01	4.912329e-02	4.106182e-02	-1.771866e-02	2.395392e-03	2.561701e-02	1.520390e-02	1.041311e-02
173           	2.012356e-01	8.300577e-02	1.182298e-01	1.805640e-01	1.312462e-01	4.931773e-02	4.096426e-02	-1.761203e-02	2.303914e-03	2.543132e-02	1.501958e-02	1.041175e-02
174           	2.011456e-01	8.309794e-02	1.180476e-01	1.806162e-01	1.311631e-01	4.945307e-02	4.085503e-02	-1.747484e-02	2.248566e-03	2.516169e-02	1.482941e-02	1.033228e-02
175           	2.011009e-01	8.317057e-02	1.179303e-01	1.807692e-01	1.311589e-01	4.961033e-02	4.077427e-02	-1.737986e-02	2.184365e-03	2.501159e-02	1.469016e-02	1.032143e-02
176           	2.009950e-01	8.322673e-02	1.177682e-01	1.808228e-01	1.311000e-01	4.972276e-02	4.068864e-02	-1.727074e-02	2.171301e-03	2.480890e-02	1.457575e-02	1.023315e-02
177           	2.009644e-01	8.326962e-02	1.176948e-01	1.809645e-01	1.311233e-01	4.984126e-02	4.064102e-02	-1.721259e-02	2.152708e-03	2.474977e-02	1.452759e-02	1.022218e-02
178           	2.008878e-01	8.330877e-02	1.175791e-01	1.809641e-01	1.310548e-01	4.990927e-02	4.057276e-02	-1.713514e-02	2.193023e-03	2.462104e-02	1.450354e-02	1.011750e-02
179           	2.008458e-01	8.332191e-02	1.175239e-01	1.810607e-01	1.310523e-01	5.000848e-02	4.052189e-02	-1.710100e-02	2.211190e-03	2.462097e-02	1.452167e-02	1.009929e-02
180           	2.007484e-01	8.334521e-02	1.174032e-01	1.810352e-01	1.309675e-01	5.006770e-02	4.044991e-02	-1.702898e-02	2.270696e-03	2.450855e-02	1.452497e-02	9.983580e-03
181           	2.006925e-01	8.337803e-02	1.173144e-01	1.811078e-01	1.309502e-01	5.015765e-02	4.039626e-02	-1.696821e-02	2.292505e-03	2.445124e-02	1.451813e-02	9.933117e-03
182           	2.005946e-01	8.342992e-02	1.171646e-01	1.810662e-01	1.308541e-01	5.021211e-02	4.032100e-02	-1.686736e-02	2.318185e-03	2.428492e-02	1.446064e-02	9.824274e-03
183           	2.005006e-01	8.349664e-02	1.170040e-01	1.811140e-01	1.307885e-01	5.032543e-02	4.023156e-02	-1.675366e-02	2.301873e-03	2.412153e-02	1.436264e-02	9.758891e-03
184           	2.003980e-01	8.360828e-02	1.167897e-01	1.810979e-01	1.307015e-01	5.039640e-02	4.015254e-02	-1.659072e-02	2.297486e-03	2.381342e-02	1.420420e-02	9.609226e-03
185           	2.003004e-01	8.371645e-02	1.165840e-01	1.811821e-01	1.306673e-01	5.051477e-02	4.007628e-02	-1.643376e-02	2.249093e-03	2.354694e-02	1.402256e-02	9.524375e-03
186           	2.002030e-01	8.385297e-02	1.163500e-01	1.812052e-01	1.306075e-01	5.059770e-02	4.000490e-02	-1.624853e-02	2.224443e-03	2.317921e-02	1.381405e-02	9.365163e-03
187           	2.000996e-01	8.394412e-02	1.161554e-01	1.812731e-01	1.305599e-01	5.071322e-02	3.992334e-02	-1.610566e-02	2.166299e-03	2.293374e-02	1.363317e-02	9.300570e-03
188           	1.999886e-01	8.404261e-02	1.159460e-01	1.813133e-01	1.305321e-01	5.078111e-02	3.987552e-02	-1.595170e-02	2.161861e-03	2.261197e-02	1.346785e-02	9.144124e-03
189           	1.998682e-01	8.407685e-02	1.157914e-01	1.813519e-01	1.304853e-01	5.086652e-02	3.980941e-02	-1.585727e-02	2.135722e-03	2.245993e-02	1.336568e-02	9.094241e-03
190           	1.997306e-01	8.410112e-02	1.156295e-01	1.812942e-01	1.303898e-01	5.090438e-02	3.974273e-02	-1.576418e-02	2.165246e-03	2.226172e-02	1.329611e-02	8.965614e-03
191           	1.995672e-01	8.404279e-02	1.155244e-01	1.812703e-01	1.303040e-01	5.096625e-02	3.966888e-02	-1.574082e-02	2.164019e-03	2.225727e-02	1.329265e-02	8.964618e-03
192           	1.994059e-01	8.398550e-02	1.154204e-01	1.811676e-01	1.301911e-01	5.097657e-02	3.960725e-02	-1.571746e-02	2.212465e-03	2.220957e-02	1.331725e-02	8.892319e-03
193           	1.992401e-01	8.387167e-02	1.153684e-01	1.810643e-01	1.300580e-01	5.100632e-02	3.952584e-02	-1.574835e-02	2.209699e-03	2.233344e-02	1.337642e-02	8.957021e-03
194           	1.990745e-01	8.378712e-02	1.152873e-01	1.809506e-01	1.299351e-01	5.101545e-02	3.945984e-02	-1.575011e-02	2.235790e-03	2.234752e-02	1.340955e-02	8.937971e-03
195           	1.989489e-01	8.370528e-02	1.152436e-01	1.808958e-01	1.298484e-01	5.104744e-02	3.940047e-02	-1.576916e-02	2.211664e-03	2.244836e-02	1.343584e-02	9.012514e-03
196           	1.988385e-01	8.367366e-02	1.151648e-01	1.807732e-01	1.297220e-01	5.105123e-02	3.933540e-02	-1.574558e-02	2.205134e-03	2.241579e-02	1.341303e-02	9.002761e-03
197           	1.987364e-01	8.363638e-02	1.151000e-01	1.807203e-01	1.296117e-01	5.110858e-02	3.925158e-02	-1.573180e-02	2.143898e-03	2.244597e-02	1.336688e-02	9.079085e-03
198           	1.986624e-01	8.366714e-02	1.149953e-01	1.806575e-01	1.295166e-01	5.114092e-02	3.918782e-02	-1.566407e-02	2.109631e-03	2.230740e-02	1.326333e-02	9.044066e-03
199           	1.986156e-01	8.369396e-02	1.149217e-01	1.806538e-01	1.294435e-01	5.121031e-02	3.911661e-02	-1.561386e-02	2.023599e-03	2.225792e-02	1.315256e-02	9.105360e-03
200           	1.985642e-01	8.375484e-02	1.148094e-01	1.806168e-01	1.293631e-01	5.125372e-02	3.905467e-02	-1.552729e-02	1.973270e-03	2.208433e-02	1.301544e-02	9.068896e-03
201           	1.985085e-01	8.377454e-02	1.147339e-01	1.806366e-01	1.292919e-01	5.134471e-02	3.897360e-02	-1.547970e-02	1.884854e-03	2.204143e-02	1.290557e-02	9.135860e-03
202           	1.984684e-01	8.381581e-02	1.146526e-01	1.806448e-01	1.292451e-01	5.139962e-02	3.892276e-02	-1.541840e-02	1.836377e-03	2.192104e-02	1.279690e-02	9.124144e-03
203           	1.984122e-01	8.380063e-02	1.146116e-01	1.807051e-01	1.292156e-01	5.148951e-02	3.886303e-02	-1.540546e-02	1.751415e-03	2.195344e-02	1.272814e-02	9.225305e-03
204           	1.983725e-01	8.382022e-02	1.145523e-01	1.807184e-01	1.291771e-01	5.154137e-02	3.881785e-02	-1.536606e-02	1.723459e-03	2.189583e-02	1.267137e-02	9.224456e-03
205           	1.982844e-01	8.376945e-02	1.145150e-01	1.807437e-01	1.291048e-01	5.163894e-02	3.873291e-02	-1.537276e-02	1.664715e-03	2.198821e-02	1.265882e-02	9.329390e-03
206           	1.982224e-01	8.375327e-02	1.144691e-01	1.807485e-01	1.290638e-01	5.168468e-02	3.868957e-02	-1.535791e-02	1.642552e-03	2.200238e-02	1.264374e-02	9.358639e-03
207           	1.981320e-01	8.367801e-02	1.144540e-01	1.807872e-01	1.290082e-01	5.177899e-02	3.861461e-02	-1.538797e-02	1.576413e-03	2.215164e-02	1.265223e-02	9.499405e-03
208           	1.980591e-01	8.364459e-02	1.144145e-01	1.807629e-01	1.289341e-01	5.182883e-02	3.855264e-02	-1.538495e-02	1.542376e-03	2.218475e-02	1.263475e-02	9.550000e-03
209           	1.979382e-01	8.355843e-02	1.143798e-01	1.808227e-01	1.288779e-01	5.194478e-02	3.846657e-02	-1.541069e-02	1.450082e-03	2.231833e-02	1.260925e-02	9.709085e-03
210           	1.978617e-01	8.353943e-02	1.143223e-01	1.808644e-01	1.288464e-01	5.201798e-02	3.841421e-02	-1.539141e-02	1.384331e-03	2.232451e-02	1.254659e-02	9.777923e-03
211           	1.977760e-01	8.350345e-02	1.142725e-01	1.809547e-01	1.288094e-01	5.214535e-02	3.833202e-02	-1.538454e-02	1.270968e-03	2.238123e-02	1.246159e-02	9.919649e-03
212           	1.977007e-01	8.352443e-02	1.141763e-01	1.810087e-01	1.287616e-01	5.224710e-02	3.825724e-02	-1.532591e-02	1.197457e-03	2.227699e-02	1.233595e-02	9.941040e-03
213           	1.975987e-01	8.351859e-02	1.140801e-01	1.811566e-01	1.287385e-01	5.241809e-02	3.816020e-02	-1.528075e-02	1.090860e-03	2.222457e-02	1.220315e-02	1.002143e-02
214           	1.975330e-01	8.356365e-02	1.139693e-01	1.812310e-01	1.286961e-01	5.253491e-02	3.808058e-02	-1.520284e-02	1.020355e-03	2.206152e-02	1.205111e-02	1.001040e-02
215           	1.974587e-01	8.358772e-02	1.138709e-01	1.813999e-01	1.286995e-01	5.270033e-02	3.799960e-02	-1.514161e-02	9.309600e-04	2.195330e-02	1.190761e-02	1.004569e-02
216           	1.973980e-01	8.364898e-02	1.137491e-01	1.814847e-01	1.286750e-01	5.280968e-02	3.793268e-02	-1.505004e-02	8.927578e-04	2.174148e-02	1.176350e-02	9.977981e-03
217           	1.973430e-01	8.367673e-02	1.136663e-01	1.816748e-01	1.287112e-01	5.296354e-02	3.787384e-02	-1.499478e-02	8.304009e-04	2.162383e-02	1.164231e-02	9.981512e-03
218           	1.973009e-01	8.373503e-02	1.135659e-01	1.817200e-01	1.286793e-01	5.304066e-02	3.781933e-02	-1.491544e-02	8.198573e-04	2.141935e-02	1.152953e-02	9.889816e-03
219           	1.972354e-01	8.375537e-02	1.134800e-01	1.818639e-01	1.286826e-01	5.318132e-02	3.775063e-02	-1.486233e-02	7.973315e-04	2.128283e-02	1.143875e-02	9.844085e-03
220           	1.971564e-01	8.379623e-02	1.133602e-01	1.818571e-01	1.286159e-01	5.324114e-02	3.768739e-02	-1.478196e-02	8.153017e-04	2.106337e-02	1.134699e-02	9.716383e-03
221           	1.971147e-01	8.382564e-02	1.132891e-01	1.819861e-01	1.286470e-01	5.333918e-02	3.765390e-02	-1.473173e-02	8.064365e-04	2.094262e-02	1.127775e-02	9.664874e-03
222           	1.970525e-01	8.386987e-02	1.131826e-01	1.819257e-01	1.285709e-01	5.335487e-02	3.760800e-02	-1.465639e-02	8.258548e-04	2.075241e-02	1.120206e-02	9.550348e-03
223           	1.969873e-01	8.389019e-02	1.130971e-01	1.819848e-01	1.285567e-01	5.342811e-02	3.756429e-02	-1.460347e-02	8.105013e-04	2.064472e-02	1.113286e-02	9.511858e-03
224           	1.969287e-01	8.394348e-02	1.129852e-01	1.819436e-01	1.285090e-01	5.343460e-02	3.753721e-02	-1.452086e-02	8.245724e-04	2.045077e-02	1.104996e-02	9.400810e-03
225           	1.969104e-01	8.398735e-02	1.129230e-01	1.820311e-01	1.285401e-01	5.349097e-02	3.752456e-02	-1.446785e-02	8.003892e-04	2.034678e-02	1.097378e-02	9.373000e-03
226           	1.968682e-01	8.405373e-02	1.128145e-01	1.819548e-01	1.284686e-01	5.348621e-02	3.749117e-02	-1.438039e-02	8.178198e-04	2.015886e-02	1.089725e-02	9.261610e-03
227           	1.968482e-01	8.410075e-02	1.127474e-01	1.820570e-01	1.285022e-01	5.355489e-02	3.747363e-02	-1.432334e-02	7.886079e-04	2.007369e-02	1.082545e-02	9.248239e-03
228           	1.968305e-01	8.418937e-02	1.126411e-01	1.820251e-01	1.284777e-01	5.354738e-02	3.746516e-02	-1.422588e-02	8.030117e-04	1.988031e-02	1.074317e-02	9.137144e-03
229           	1.968448e-01	8.425128e-02	1.125935e-01	1.821269e-01	1.285338e-01	5.359310e-02	3.747035e-02	-1.417113e-02	7.806011e-04	1.980296e-02	1.068208e-02	9.120881e-03
230           	1.968256e-01	8.432062e-02	1.125050e-01	1.820940e-01	1.285103e-01	5.358366e-02	3.746333e-02	-1.409217e-02	7.919832e-04	1.964509e-02	1.061453e-02	9.030560e-03
231           	1.968378e-01	8.437016e-02	1.124676e-01	1.822045e-01	1.285728e-01	5.363169e-02	3.747057e-02	-1.404874e-02	7.738178e-04	1.958254e-02	1.056509e-02	9.017451e-03
232           	1.968432e-01	8.444900e-02	1.123942e-01	1.821720e-01	1.285652e-01	5.360683e-02	3.747918e-02	-1.397262e-02	7.925824e-04	1.941792e-02	1.050154e-02	8.916375e-03
233           	1.968567e-01	8.450623e-02	1.123505e-01	1.822791e-01	1.286327e-01	5.364639e-02	3.749316e-02	-1.392213e-02	7.829746e-04	1.932473e-02	1.044534e-02	8.879388e-03
234           	1.968516e-01	8.456763e-02	1.122840e-01	1.822253e-01	1.286076e-01	5.361772e-02	3.749492e-02	-1.385817e-02	8.000875e-04	1.917858e-02	1.038938e-02	8.789201e-03
235           	1.968696e-01	8.461214e-02	1.122575e-01	1.823321e-01	1.286819e-01	5.365021e-02	3.751583e-02	-1.382269e-02	7.894729e-04	1.910611e-02	1.034253e-02	8.763584e-03
236           	1.968811e-01	8.465628e-02	1.122249e-01	1.822788e-01	1.286702e-01	5.360859e-02	3.753082e-02	-1.378429e-02	8.035593e-04	1.898998e-02	1.029855e-02	8.691430e-03
